,tweet_id,author_id,location,gcc
72826,1419432337725603842,990989558,central coast nsw,
72829,1419435423533723651,2722938932,nsw australia,
72831,1419436715219906560,958993013702709249,central coast nsw,
72832,1419437776173371394,835809553589526530,central coast nsw,
72833,1419438026661539844,1323342305365950464,central coast nsw,
72835,1419438426663784449,2722938932,nsw australia,
72836,1419438503557951492,835809553589526530,central coast nsw,
72837,1419440870408007681,26614125,central coast nsw,
72838,1419441580700667905,958993013702709249,central coast nsw,
72839,1419443759679348737,1230357872547991552,nsw australia,
72842,1419202512553267208,100128689,nsw australia,
72843,1419167347240144909,4923724884,nsw australia,
72844,1419439066672635904,294907841,nsw australia,
72845,1419117276985380866,20954511,nsw australia,
72846,1419385952590450690,65263311,nsw australia,
72847,1419432484727525379,198395078,central coast nsw,
72848,1419223064458403843,1211070101635493889,nsw australia,
72851,1419373210714316801,1392500972316884993,nsw australia,
72852,1419189345206951938,100128689,nsw australia,
72853,1419191893414449152,100128689,nsw australia,
